Speaker|Quote|Episode|Airdate|ShowName
Lisa Simpson|Lisa: Let's make out with boys! Binge and purge! Rock and roll!|||The Simpson's
Lisa Simpson|Bart: Wicca's a Hollywood fad. <br /><br /> Lisa: Thats Kaballah, you jerk.|||The Simpson's
Lisa Simpson|Lisa: Oh no, the dead have risen and they're voting Republican.|||The Simpson's
Lisa Simpson|Lisa: It's not our fault our generation has short attention spans, Dad. We watch an appalling amount of TV.|||The Simpson's
Lisa Simpson|Lisa: Dad, is it all right to take things from people you don't like?|||The Simpson's
Lisa Simpson|Lisa: Science has already proven the dangers of smoking, alcohol, and Chinese food, but I can still ruin soft drinks for everyone!|||The Simpson's
Lisa Simpson|Lisa: Perhaps there is no moral to this story.|||The Simpson's
Lisa Simpson|Lisa: If cartoons were meant for adults, they'd put them on in prime time.|||The Simpson's
Lisa Simpson|Marge: I'm sure you'll make plenty of friends. All you have to do is be yourself. <br /><br /> Lisa: Be myself? I've been myself for eight years and it hasn't worked.|||The Simpson's
Lisa Simpson|Lisa: [of Nelson] He's not like anybody I've ever met. He's like a riddle wrapped in an enigma wrapped in a vest.|||The Simpson's
Lisa Simpson|Lisa: I am the Lizard Queen!|||The Simpson's
Lisa Simpson|Lisa: Solitude never hurt anyone. Emily Dickinson lived alone, and she wrote some of the most beautiful poetry the world has ever known... then went crazy as a loon.|||The Simpson's
Lisa Simpson|Lisa: Relax? I can't relax! Nor can I yield, relent, or... Only two synonyms? Oh my God, I'm losing my perspicacity! Aaaaa!|||The Simpson's
Lisa Simpson|Lisa: Millhouse, knock him down if he's in your way! Jimbo, Jimbo, go for the face! Ralph Wiggum lost his shin guard! Hack the bone! Hack the bone!|||The Simpson's
Lisa Simpson|Lisa: Mom, romance is dead. It was acquired in a hostile takeover by Hallmark and Disney, homogenized, then sold off piece by piece.|||The Simpson's
Lisa Simpson|Lisa: As Intelligence goes up, Happiness goes down. See, I made a graph. I make a lot of graphs.|||The Simpson's
Lisa Simpson|Lisa: Prayer, the last refuge of a scoundrel.|||The Simpson's
Lisa Simpson|Lisa: It would rather destroy itself than live with us. You can't help but feel a little rejected.|||The Simpson's
Lisa Simpson|Lisa: You can't change anyone... except for that boy at the library.|||The Simpson's
Lisa Simpson|Marge: I'm sure you'll make plenty of friends. All you have to do is be yourself. <br /><br /> Lisa: Be myself? I've been myself for eight years and it hasn't worked.|||The Simpson's
Lisa Simpson|Lisa: As usual, the playground has the facts right, but misses the point entirely.|||The Simpson's
Lisa Simpson|Lisa: If anybody needs me I'll be in my room. <br /><br /> Homer: Pff, what kind of catch-phrase is that?|||The Simpson's
Lisa Simpson|Lisa: I'm gonna pump 'em so full of sap they're gonna wipe their nose with a pancake!|||The Simpson's
Ralph Wiggem|Bart: Got any threes? <br /><br /> Ralph: Go fish! <br /><br /> Bart: See, heres the problem Ralph, you have several threes <br /><br /> Ralph: Go fish!|||The Simpson's
Ralph Wiggem|Ralph: I'm going to eat chocolate 'til I barf!|||The Simpson's
Ralph Wiggem|Ralph: My parents won't let me use scissors.|||The Simpson's
Ralph Wiggem|Ralph: It says 'I Choo-choo-choose You,' and there's a picture of a train!|||The Simpson's
Ralph Wiggem|Ralph: What's a battle?|||The Simpson's
Ralph Wiggem|Ralph: Wheee! ...ow, I bit my tongue!|||The Simpson's
Ralph Wiggem|Ralph: I'm Idaho.|||The Simpson's
Ralph Wiggem|Ralph: What's a diorama?|||The Simpson's
Ralph Wiggem|Ralph: I beat the smart kids! I beat the smart kids!|||The Simpson's
Ralph Wiggem|Ralph: Um, Miss Hoover? There's a dog in the vent.|||The Simpson's
Ralph Wiggem|Ralph: Ow, my face is on fire!|||The Simpson's
Ralph Wiggem|Ralph: Was president Lincoln okay?|||The Simpson's
Ralph Wiggem|Ralph: My neck hurts and my ear hurts. I have two owwies.|||The Simpson's
Ralph Wiggem|Ralph: I'm pedaling backwards!|||The Simpson's
Ralph Wiggem|Ralph: My knob tastes funny.|||The Simpson's
Ralph Wiggem|Ralph: Maybe she drove to the moon.|||The Simpson's
Ralph Wiggem|Ralph: Which one is one?|||The Simpson's
Ralph Wiggem|Ralph: Principal Skinner is an old man who lives at the school.|||The Simpson's
Ralph Wiggem|Ralph: Hey, I know you, my daddy took your beer.|||The Simpson's
Ralph Wiggem|Ralph: Help! She's touching my special area!|||The Simpson's
Ralph Wiggem|Ralph: This is my sandbox, I'm not allowed to go in the deep end.|||The Simpson's
Ralph Wiggem|Ralph: This snowflake tastes like fishsticks.|||The Simpson's
Ralph Wiggem|Ralph: Is this my house?|||The Simpson's
Ralph Wiggem|Ralph: Look, Daddy, a whale egg!|||The Simpson's
Ralph Wiggem|Ralph: And I want a bike and a monkey and a friend for the monkey.|||The Simpson's
Ralph Wiggem|Ralph: At my house, we call them 'Uh-Oh's.'|||The Simpson's
Ralph Wiggem|Ralph: My daddy shoots people!|||The Simpson's
Ralph Wiggem|Ralph: Teacher, my shoes are making noise.|||The Simpson's
Ralph Wiggem|Ralph: I ate too much plastic candy.|||The Simpson's
Ralph Wiggem|Ralph: Everybody's hugging!|||The Simpson's
Ralph Wiggem|Ralph: What's lime disease? Does that mean you're crazy?|||The Simpson's
Ralph Wiggem|Ralph: Can you open my milk, Mommy? <br /><br /> Miss Hoover: I'm not mommy, Ralph. I'm Ms. Hoover.|||The Simpson's
Ralph Wiggem|Ralph: Oh boy, sleep! That's where I'm a viking!|||The Simpson's
Ralph Wiggem|Ralph: My cat's breath smells like cat food.|||The Simpson's
Ralph Wiggem|Ralph: Miss Hoover? I glued my head to my shoulder.|||The Simpson's
Ralph Wiggem|Ralph: I'm learnding!|||The Simpson's
Ralph Wiggem|Ralph: Dying tickles!|||The Simpson's
Ralph Wiggem|Bart: Smell that? That's the smell of justice. <br /><br /> Ralph: Smells like hot dogs.|||The Simpson's
Ralph Wiggem|Ralph: Bushes are nice 'cause they don't have prickers. Unless they do. This one does. Ouch!|||The Simpson's
Ralph Wiggem|Ralph: My worm went in my mouth and then i ate it.|||The Simpson's
Ralph Wiggem|Homer: There's your giraffe, little girl. <br /><br /> Ralph: I'm a boy. <br /><br /> Homer: That's the spirit. Never give up.|||The Simpson's
Ralph Wiggem|Ralph: My cat's name is Mittens|||The Simpson's
Ralph Wiggem|Ralph: When i grow up, I want to be a principal or a caterpillar.|||The Simpson's
Ralph Wiggem|Ralph: When I grow up I'm going to Bovine University.|||The Simpson's
Ralph Wiggem|Ralph: Prinskipper Skippel... Primdable Skimpsker... I found something!|||The Simpson's
Ralph Wiggem|Ralph: Even my boogers are spicy!|||The Simpson's
Ralph Wiggem|Ralph: Uh... so... do you like... stuff?|||The Simpson's
Ralph Wiggem|Ralph: Daddy, these rubber panties are hot! <br /><br /> Chief Wiggum: You've gotta wear them 'til you learn, son!|||The Simpson's
Ralph Wiggem|Ralph: Principal Skinner, I got car sick in your office.|||The Simpson's
Ralph Wiggem|Ralph: Then, the doctor told me that BOTH my eyes were lazy! And that's why it was the best summer ever.|||The Simpson's
Ralph Wiggem|Ralph: Tastes like burning!|||The Simpson's
Ralph Wiggem|Ralph: Me fail English? That's unpossible.|||The Simpson's
Ralph Wiggem|Ralph: Hi, Super Nintendo Chalmers!|||The Simpson's
Ralph Wiggem|Ralph: Eww, Daddy, this tastes like Gramma!|||The Simpson's
Ralph Wiggem|Ralph: Lisa's dancing makes my feet sad.|||The Simpson's
Ralph Wiggem|Ralph: I bent my wookie.|||The Simpson's
Ralph Wiggem|Ralph: The doctor said I wouldn't have so many nose bleeds if I kept my finger outta there.|||The Simpson's
Ralph Wiggem|Ralph: Daddy, I'm scared. Too scared to even wet my pants. <br /><br /> Chief Wiggum: Just relax and it'll come, son.|||The Simpson's
Ralph Wiggem|Ralph: I heard your dad went into a restaurant and ate everything in the restaurant and they had to close the restaurant|||The Simpson's
Ralph Wiggem|Ralph: And, when the doctor said I didn't have worms any more, that was the happiest day of my life|||The Simpson's
Ralph Wiggem|Ralph: I found a moonrock in my nose!|||The Simpson's
Ralph Wiggem|Ralph: That's where I saw the Leprchaun. He tells me to burn things!|||The Simpson's
Ralph Wiggem|Ralph: Raplh: Mrs. Krabappel and Principal Skinner were in the closet making babies and I saw one of the babies and then the baby looked at me.|||The Simpson's
Ralph Wiggem|Ralph: Your eyes need diapers!|||The Simpson's
Seymour Skinner|Principal Skinner: Attention, students, everyone will now meet in the Butthead Memorial Auditorium. (In his office) Damn it, I wish we hadn't let the children name that one.|||The Simpson's
Seymour Skinner|Principal Skinner: I haven't seen such unfettered hurley-burley since the fall of Saigon.|||The Simpson's
Seymour Skinner|Principal Skinner: Huhuhuh, oh I think Uter's around somewhere, children.. huhuhuh I think there's a little Uter.. in all of us! huhuhuh..in fact, maybe we just ATE Uter, and he's in our stomachs right now! ....Ahem, scratch that last part.|||The Simpson's
Seymour Skinner|Principal Skinner: Attention, all honor students will be rewarded with a trip to an archaeological dig. Conversely, all detention students will be punished with a trip to an archaeological dig.|||The Simpson's
Seymour Skinner|Principal Skinner: Oh, mercy|||The Simpson's
Seymour Skinner|Principal Skinner: Three large men? I don't remember any appointment with three large men.|||The Simpson's
Seymour Skinner|Principal Skinner: That's two independent thought alarms in one day. Willie, the children are over-stimulated. Remove all the colored chalk from the classrooms.|||The Simpson's
Seymour Skinner|Principal Skinner: You did it, Nibbles! Now... chew through my ball sack!|||The Simpson's
Seymour Skinner|Principal Skinner: Bart, if there's one thing I'm good at, it's pretending things didn't happen. And I think this is one of those.|||The Simpson's
Seymour Skinner|Principal Skinner: For Privacy's sake, lets call her Lisa S...Wait thats to ovious. How about L Simpson|||The Simpson's
Seymour Skinner|Principal Skinner: Oh, Edna. We all know that these children HAVE no future.... Prove me wrong children. Prove me wrong.|||The Simpson's
Seymour Skinner|Principal Skinner: Up yours, children!|||The Simpson's
Seymour Skinner|Principal Skinner: Say what you want about our cafeteria, I still think they're the best Tater Tots money can buy.|||The Simpson's
Seymour Skinner|Principal Skinner: I hardly think the childrens' apperance is my fault!|||The Simpson's
Seymour Skinner|Principal Skinner: Curse the man who discovered helium. Curse Pierre Jules Cesar Janssen.|||The Simpson's
Seymour Skinner|Principal Skinner: I have caught word that a child is using his imagination and I've come to put a stop to it.|||The Simpson's
Seymour Skinner|Principal Skinner: Oh, you think this stolen 'H' is a laugh riot, don't you? Well, I'll tell you something that's not so funny. Right now Superintendent Chalmers is at home crying like a little girl! Well, I guess that is a little funny.|||The Simpson's
Seymour Skinner|Principal Skinner: If you get me out of this there's a hall monitor position coming open in the Spring. <br /><br /> Nelson: I spit on your monitors. <br /><br /> Skinner: I know. That's why the position's available.|||The Simpson's
Seymour Skinner|Principal Skinner: I spent the next three years in a POW camp, forced to subsist on a thin stew made of fish, vegetables, prawns, coconut milk, and four kinds of rice. I came close to madness trying to find it here in the States, but they just can't get the spices right!|||The Simpson's
Seymour Skinner|Principal Skinner: I'm going to enjoy devouring you, Bart Simpson. Yes ... I believe I'll start, as you've so often suggested, by eating your shorts!|||The Simpson's
Seymour Skinner|Principal Skinner: I have caught word that a child is using his imagination and I've come to put a stop to it.|||The Simpson's
Seymour Skinner|Principal Skinner: Order, order. Do you kids wanna be like the real UN or do you just wanna squabble and waste time?|||The Simpson's
Seymour Skinner|Principal Skinner: That's two independent thought alarms in one day. Willie, the children are over-stimulated. Remove all the colored chalk from the classrooms.|||The Simpson's
Seymour Skinner|Principal Skinner: Children, I couldn't help monitoring you conversation. There's no mystery about Willie. Why, he simply disappeared. Now, let's have no more curiosity about this bizarre cover-up.|||The Simpson's
Seymour Skinner|Principal Skinner: There's no justice like angry-mob justice.|||The Simpson's
Seymour Skinner|Principal Skinner: Hello, Simpson. I'm riding the bus today because Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it.|||The Simpson's
Seymour Skinner|Principal Skinner: I've always admired car owners and I hope to be one myself as soon as I finish paying off mother. She insists I pay her retroactively for the food I ate as a child.|||The Simpson's
Seymour Skinner|Principal Skinner: That's why I love elementary school, Edna. The children believe anything you tell them.|||The Simpson's
Seymour Skinner|Principal Skinner: Do you kids want t be like the real UN, or do you want to squabble and waste time?|||The Simpson's
Seymour Skinner|Principal Skinner: Your son is a ravenous demon, relentlessly gnawing at all that's good and true.|||The Simpson's
Moe Sizlak|Moe: Moe's Tavern. <br /><br /> Mr. Burns: I'm Looking for a mister Smithers. First name Wayland. <br /><br /> Moe: oooooooh.. so your looking for a mister Smithers eh! First name Wayland is it!? Listen to me, you! When i catch you, I'm gonna pull out your eyes and shove 'em down your pants, so you can watch me kick the crap outta you! Okay!! Then I'm gonna use your tounge to paint my boat!|||The Simpson's
Moe Sizlak|Moe: The 'garage?' Hey fellas, the 'garage!' Well, ooh la di da, Mr. French Man. <br /><br /> Homer: Well what do you call it? <br /><br /> Moe: A car hole!|||The Simpson's
Moe Sizlak|Homer: Moe, I need your advice. <br /><br /> Moe: Yeah? <br /><br /> Homer: See, I got this friend named... Joey Jo Jo... Junior... Shabadoo. <br /><br /> Moe: That's the worst name I ever heard. <br /><br /> [man runs out of the bar sobbing] <br /><br /> Barney: Hey! Joey Jo Jo!|||The Simpson's
Moe Sizlak|Moe: Homer, lighten up! You're making Happy Hour bitterly ironic.|||The Simpson's
Moe Sizlak|Moe: Well I'm better than dirt! Well, most kinds of dirt. I mean, not that fancy store-bought dirt. That stuff's loaded with nutrients. I can't compete with that stuff.|||The Simpson's
Moe Sizlak|Moe: Uh, how do I say this without being offensive? Marge there ain't enough booze in this place to make you look good.|||The Simpson's
Moe Sizlak|Moe: Hey, I don't need no advice from a pinball machine. I'll have you know, I wrote the book on love.|||The Simpson's
Moe Sizlak|Moe: Hi, I'm Moe, or, as the ladies used to call me,'Hey you behind the bushes'|||The Simpson's
Moe Sizlak|Moe: Just like my dad used to say, 'Sooner or later, everybody gets shot.'|||The Simpson's
Moe Sizlak|Moe: I'm gonna drive a golden spike where your Union meets your Central Pacific!|||The Simpson's
Moe Sizlak|Moe: Telegram for Heywood U. Cuddleme! Heywood U. Cuddleme? Big guy in the back, Heywood U. Cuddleme?|||The Simpson's
Moe Sizlak|Moe: Bea O'Problem! Bea O'Problem! Come on, guys, do I have a Bea O'Problem here?|||The Simpson's
Moe Sizlak|Moe: Uh, Hugh Jass? Oh, somebody check the men's room for a Hugh Jass!|||The Simpson's
Moe Sizlak|Moe: Hey, is there a Butz here? Seymour Butz? Hey, everybody, I wanna Seymour Butz! Oh, wait a minute... Listen, you little scum-sucking pus-bucket! When I get my hands on you, I'm gonna put out your eyeballs with a corkscrew!|||The Simpson's
Moe Sizlak|Moe: Uh, is I.P. Freely here? Hey, everybody, I.P. Freely! Wait a minute... Listen to me you lousy bum. When I get a hold of you, you're dead. I swear I'm gonna slice your heart in half!|||The Simpson's
Moe Sizlak|Bart: Can I speak to Amanda Hugankiss? <br /><br /> Moe: Amanda Hugankiss! I'm looking for Amanda Hugankiss. Oh, why can't I find Amanda Hugankiss? <br /><br /> Barney: Maybe your standards are too high.|||The Simpson's
Moe Sizlak|Bart: Can I speak to Ivana Tinkle? <br /><br /> Moe: Ivana Tinkle! Come on everybody, put down your glasses, Ivana Tinkle!|||The Simpson's
Moe Sizlak|Bart: Can I speak to Homer Sexual? <br /><br /> Moe: Homer Sexual! Come on, one of you's gotta be Homer Sexual. <br /><br /> Homer: Don't look at me...|||The Simpson's
Moe Sizlak|Homer: Hello, I'd like to speak with a Mr. Snotball, first name Eura. <br /><br /> Moe: Eura Snotball? <br /><br /> Homer: What? How dare you! If I find out who this is, I'll staple a flag to your butt and mail you to Iran!|||The Simpson's
Moe Sizlak|Moe: Oliver Clothesoff! Call for Oliver Clothesoff!|||The Simpson's
Moe Sizlak|Moe: Phone call for Al...Al Coholic...is there an Al Coholic here?... Listen, you little yellow-bellied rat jackass, if I ever find out who you are, I'm gonna kill you!|||The Simpson's
Moe Sizlak|Moe: Geez, who'd a thought a whale would be so heavy?|||The Simpson's
Moe Sizlak|Moe: Oh, great! And I just got all that gum out of my armpits!|||The Simpson's
Moe Sizlak|Moe: I'll use your head as a bucket and paint my house with your brains.|||The Simpson's
Moe Sizlak|Moe: All right! I'm going to sit at home and ogle the ladies in the Victoria's Secret catalog.|||The Simpson's
Moe Sizlak|Moe: Hey, I don't need no advice from a pinball machine. I'll have you know, I wrote the book on love.|||The Simpson's
Moe Sizlak|Moe: They think they're so high and mighty, just because they never got caught driving without pants.|||The Simpson's
Moe Sizlak|Moe: People today are healthier and drinking less. You know, if it wasn't for the junior high school next door, no one would even use the cigarette machine.|||The Simpson's
Moe Sizlak|Moe: Say, Barn. Uh, remember when I said I'd have to send away to NASA to calculate your bar tab? <br /><br /> Barney: Oh ho, oh yeah. We all had a good laugh, Moe. <br /><br /> Moe: The results came back today.|||The Simpson's
Moe Sizlak|Moe: Man, you go through life, you try to be nice to people, you struggle to resist the urge to punch 'em in the face, and for what?|||The Simpson's
Moe Sizlak|Moe: Call this an unfair generalization if you must, but old people are no good at everything.|||The Simpson's
Apu|Apu: I have been shot eight times this year, and as a result, I almost missed work.|||The Simpson's
Apu|Apu: This is how you talk when you learn English from pornos.|||The Simpson's
Apu|Apu: Serving the customer is merriment enough for me. Thank you, come again. See? Most enjoyable.|||The Simpson's
Apu|Apu: Yes! I am a citizen! Now which way to the welfare office? I'm kidding, I'm kidding, I work, I work.|||The Simpson's
Apu|Apu: Yes, yes, I know the procedure for armed robbery. I do work in a convenience store, you know.|||The Simpson's
Apu|Apu: Please do not offer my god a peanut|||The Simpson's
Apu|Apu: [Apu gets shot] Ah! the searing kiss of hot lead; how I missed you! I mean, I think I'm dying.|||The Simpson's
Apu|Apu: I have been shot eight times this year, and as a result, I almost missed work.|||The Simpson's
Apu|Apu: Be careful when we capture him! We cannot claim the reward unless we have 51% of the carcass|||The Simpson's
Apu|Apu: Hey, hey, this is not a lending library. If you're not going to buy that thing put it down or I'll blow your heads off!|||The Simpson's
Apu|Apu: Silly customer, you cannot hurt a Twinkie!|||The Simpson's
Apu|Proctor: All right, here's your last question. What was the cause of the Civil War? <br /><br /> Apu: Actually, there were numerous causes. Aside from the obvious schism between the abolitionists and the anti-abolitionists, there were economic factors, both domestic and inter-- <br /><br /> Proctor: Wait, wait... just say slavery. <br /><br /> Apu: Slavery it is, sir.|||The Simpson's
Apu|Apu: I've just enrolled in a screenwriting class. I yearn to tell the story of an idealistic young Hindu, pushed too far by convenience store bandits. I call it 'Hands Off My Jerky, Turkey.|||The Simpson's
Apu|Apu: Nickel off on expired baby food|||The Simpson's
Clancey Wiggum|Chief Wiggum: I'd like to help you ma'am, but, heh heh, I'm afraid there's no law against mailing threatening letters.|||The Simpson's
Clancey Wiggum|Chief Wiggum: I'd like to help you ma'am, but, heh heh, I'm afraid there's no law against mailing threatening letters. <br /><br /> Marge: I'm pretty sure there is. <br /><br /> Wiggum: Hah! The day I take cop lessons from Ma Kettle... <br /><br /> Lou: Hey, she's right Chief. [shows him 'Springfield Law'] <br /><br /> Wiggum: Well, shut my month. It's also illegal to put squirrels down your pants for the purposes of gambling... Boys, knock it off!|||The Simpson's
Clancey Wiggum|Chief Wiggum: Cuff him, boys. We're putting this dirtbag away. <br /><br /> Snake: Hmph! I'll be back on the street in 24 hours. <br /><br /> Wiggum: We'll try to make it twelve.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Let him go. I have a feeling we'll meet again. Each and every week.|||The Simpson's
Clancey Wiggum|Chief Wiggum: No, you got the wrong number. This is 91... 2.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Oh, man, what a day. It's no cakewalk being a single parent, juggling a career and family like so many juggling balls ... two, I suppose.|||The Simpson's
Clancey Wiggum|Chief Wiggum: She didn't reckon with the awesome power of the Chief of Police! Now where did I put my badge?...Hey, that duck's got it! Awww c'mon! Give it back!|||The Simpson's
Clancey Wiggum|Chief Wiggum: This is Papa Bear. Put out an APB for a male suspect, driving a... car of some sort, heading in the direction of, uh, you know, that place that sells chili. Suspect is hatless. I repeat, hatless.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Time for another hot beef injection.|||The Simpson's
Clancey Wiggum|Chief Wiggum: My position? Ah, jeez. I'm on a road. There's some trees and shrubs. Directly under the Earth's sun...NOW!|||The Simpson's
Clancey Wiggum|Chief Wiggum: Disperse! We are ready to use force! ...What's that? We're not? Uh oh. Somebody call the police. <br /><br /> Lou: Oh, they never come.|||The Simpson's
Clancey Wiggum|Chief Wiggum: All right, smart guy, where's the fire? <br /><br /> Homer: Over there. <br /><br /> Wiggum: Okay, you just bought yourself a 317, pointing out police stupidity. Oh wait, is that a 314? No, 314 is a dog, uh, in, no, is that a 315? Eh, you're in trouble, pal.|||The Simpson's
Clancey Wiggum|Marge: Please. You have to protect my husband. <br /><br /> Chief Wiggum: Where on my badge does it say anything about protecting people? <br /><br /> Lou: Uh, second word, Chief. <br /><br /> Wiggum: Thanks a lot, Princeton Pete.|||The Simpson's
Clancey Wiggum|Lou: Another case of Monopoly related violence, chief. <br /><br /> Chief Wiggum: How do those Parker Brothers sleep at night?|||The Simpson's
Clancey Wiggum|Chief Wiggum: Would an innocent person flee?...No really... I'm asking. I honestly don't know. <br /><br /> Lou: Ah no, Chief. <br /><br /> Ralph: Even I knew that. <br /><br /> Wiggum: Yeah, yeah. I'm no good.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Take a good hard look at the innocent love in your son's eyes because when he gets out of prison It'll be gone forever. He will have a great bod though, and a couple of those teardrop tattoos. Those are cool!|||The Simpson's
Clancey Wiggum|Chief Wiggum: Um, what does it say on my badge? Cash bribes only! Lets go.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Ah jeez, can't you people take the law into your own hands?|||The Simpson's
Clancey Wiggum|Chief Wiggum: Ok folks, back away nothin to see here... Oh my god a horrible plane wreck! Hey everybody crowd around, come on don't be shy crowd around.|||The Simpson's
Clancey Wiggum|Chief Wiggum: What is your fascination with my forbidden closet of mysteries?|||The Simpson's
Clancey Wiggum|Chief Wiggum: You know, fingerprints are just like snowflakes. They're both very pretty.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Lemmie tell you what I tell everyone who comes in here, the police are powerless to help you.|||The Simpson's
Clancey Wiggum|Millhouse: I can't go to juvie! They use guys like me as currency! <br /><br /> Wiggum: Yeah, they'll pass you around like... like currency, like you said.|||The Simpson's
Clancey Wiggum|Lou: Hey, Chief, can I hold my gun sideways? It looks so cool. <br /><br /> Chief Wiggum: Sure, whatever you want, birthday boy.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Nine-one-one, this better be good. <br /><br /> Marge: I cut off my husband's thumb! <br /><br /> Chief Wiggum: Attempted murder? You'll burn for this... burn in jail!|||The Simpson's
Clancey Wiggum|Chief Wiggum: Mrs. Simpson, I believe your husband is DOA.... <br /><br /> Marge: HE'S DEAD?!! <br /><br /> Wiggum: Oh, no, that's DWI. I always get these police terms mixed up. <br /><br /> Woman: Hi, you said my husband was DWI....|||The Simpson's
Clancey Wiggum|Chief Wiggum: Oh, man, what a day. It's no cakewalk being a single parent, juggling a career and family like so many juggling balls ... two, I suppose.|||The Simpson's
Clancey Wiggum|Chief Wiggum: See ya in court, Simpson. Oh, and bring that evidence with ya, otherwise, I got no case and you'll go scot-free.|||The Simpson's
Clancey Wiggum|Chief Wiggum: All right, you scrawny beanpoles, becoming a cop is not something that happens overnight. It takes one solid weekend of training to get that badge.|||The Simpson's
Clancey Wiggum|Chief Wiggum: No jury in the world is going to convict a baby... maybe Texas.|||The Simpson's
Clancey Wiggum|Chief Wiggum: You know, fingerprints are just like snowflakes. They're both very pretty.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Oh, sure. We'd all love some real friends, Marge. But what are the odds of that happening?|||The Simpson's
Clancey Wiggum|Chief Wiggum: I hope this has taught you kids a lesson-- kids never learn.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Fat Tony is a cancer on this fair city! He is the cancer and I am the ... uh ... what cures cancer?|||The Simpson's
Clancey Wiggum|Chief Wiggum: This is Papa Bear. Put out an APB for a male suspect, driving a... car of some sort, heading in the direction of, uh, you know, that place that sells chili. Suspect is hatless. Repeat, hatless.|||The Simpson's
Clancey Wiggum|Chief Wiggum: She didn't reckon with the awesome power of the Chief of Police! Now where did I put my badge?...Hey, that duck's got it!|||The Simpson's
Clancey Wiggum|Chief Wiggum: Can't you people take the law into your own hands? I mean, we can't be policing the entire city!|||The Simpson's
Clancey Wiggum|Chief Wiggum: OK, we'll put the tired over here, the poor over there, and the huddled masses yearning to breathe free over there.|||The Simpson's
Clancey Wiggum|Chief Wiggum: Ralphie is so incredible, the special schools are all over him.|||The Simpson's
Marge Simpson|Marge: Don't let it get you down. So Mr. Burns doesn't take you seriously. Big woop. Who gives a doodle, whoopie ding-dong-doo! <br /><br /> Homer: Thanks for trying, but I'll be at Moes. <br /><br /> Marge: So my husband goes to a bar every night. Whoop dee doo. Who gives a bibble. Gabba-gabba hey.|||The Simpson's
Marge Simpson|Homer: But it's St. Valentines Day! God wants us to do it. <br /><br /> Marge: You're so cute when you're begging for sex. But I'm just too tired.|||The Simpson's
Marge Simpson|Marge: I guess one person can make a difference. But most of the time, they probably shouldn't.|||The Simpson's
Marge Simpson|Marge: Only your father could take a part-time job at a small town paper and wind up the target of international assassins.|||The Simpson's
Marge Simpson|Marge: I didn't sacrifice my period for second place!|||The Simpson's
Marge Simpson|Marge: Long-time reader, first time stander-upper!|||The Simpson's
Marge Simpson|Marge: History's like an amusement park. Except instead of rides you have dates to memorize.|||The Simpson's
Marge Simpson|Marge: Bart, stop pestering Satan!|||The Simpson's
Marge Simpson|Marge: Marge: I'm Marge Simpson, and I have an idea.|||The Simpson's
Marge Simpson|Marge: Maggie is walking by herself. Lisa got straight A's. And Bart... well, we love Bart.|||The Simpson's
Marge Simpson|Marge: Homer did you know there is a family of possums living int he closet? <br /><br /> Homer: Yeah, I call the big one bitey.|||The Simpson's
Marge Simpson|Marge: Homer, the plant called. They said if you don't show up tomorrow don't bother showing up on Monday. <br /><br /> Homer: Woo-hoo. Four-day weekend.|||The Simpson's
Marge Simpson|Marge: Look at them! They've jumped on the one franchise I might possibly have considered thinking about becoming interested in.|||The Simpson's
Marge Simpson|Marge: Homer, I thought our marriage could survive anything, but last night, you not only crossed the line, you threw up on it.|||The Simpson's
Marge Simpson|Marge: Aw geez, I just swept the Circle of Death!|||The Simpson's
Marge Simpson|Marge: it was pretty exciting. But celery's pretty exciting too.|||The Simpson's
Marge Simpson|Marge: I brought you a tuna sandwich. They say it's brain food. I guess because there's so much dolphin in it, and you know how smart they are.|||The Simpson's
Marge Simpson|Marge: Homer, I've gone through seven years of receipts, and you've spent less on gifts for me than you have on temporary tattoos.|||The Simpson's
Marge Simpson|Marge: Homer, you know how unpredictable the French are. One minute they're kissing a woman's hand, then next, they're chopping off her head!|||The Simpson's
Marge Simpson|Marge: You know, Fox turned into a hard-core sex channel so gradually, I didn't even notice.|||The Simpson's
Marge Simpson|Marge: You know, when I was a girl, I always dreamed of being in a Broadway audience.|||The Simpson's
Marge Simpson|Marge: Hey kids! I made your favorite cookies: Christmas trees for the girls and bloody spearheads for Bart.|||The Simpson's
Marge Simpson|Marge: I'd like to visit that Long Island Place, if only it were real.|||The Simpson's
Marge Simpson|Marge: You like Shake n' Bake. You used to put it in your coffee.|||The Simpson's
Marge Simpson|Marge: I'd like to visit that Long Island Place, if only it were real.|||The Simpson's
Marge Simpson|Marge: Homer, don't take this personally, but I've obtained a court order to prevent you from planning this wedding.|||The Simpson's
Marge Simpson|Marge: Tuck-in time! All aboard the sleepy train to visit Mother Goose. Barty's stop is Snoozyland to rest his sweet caboose.|||The Simpson's
Marge Simpson|Marge: Well, if loving my kids is lame, then I guess I'm just a big lame.|||The Simpson's
