Date	Description	Amount	Running Bal.
2011/09/26	"KFC #141 09/24 CARD #3448 PURCHASE #24431061267207864800842 EMERYVILLE, CA"	-6.51	814.26
2011/10/03	KFC #141 10-01 CUSTOMER 3448 PURCHASE #434349 EMERYVILLE CA	-8.43	231.92
2011/07/28	"KFC/TB #218 07/27 CARD #3448 PURCHASE #24431061209206093700055 SAN FRANCISCO, CA"	-12.76	1132.35
2011/12/12	"KYOTO SUSHI ON VAN NESS 12/09 CARD #3448 PURCHASE #24460081345700095001394 SAN FRANCISCO, CA"	-53.77	-9.21
2011/05/10	"LA SANTANECA 05/08 CARD #3448 PURCHASE #24492151129207543400835 SAN FRANCISCO, CA"	-8.98	3411.21
2011/08/18	LAS PALMAS SJK/32 08-18 CUSTOMER 3448 PURCHASE #311405 BERKELEY CA	-9.83	1896.08
2011/08/18	"LEE'S DELI 08/17 CARD #3448 PURCHASE #24224431230102002334640 SAN FRANCISCO, CA"	-9.8	1886.28
2011/08/29	"LESTER'S FLOWER SHOP 08/27 CARD #3448 PURCHASE #24228991240980019402857 COLMA, CA"	-16.49	476.31
2011/08/22	"LOVES COUNTRY 00002238 08/20 CARD #3448 PURCHASE #24164071233111274556718 RIPON, CA"	-23.84	1158.78
2011/08/22	LOVES COUNTRY STO 08-20 CUSTOMER 3448 PURCHASE #371898 RIPON CA	-4.3	1072.8
2011/08/29	M AND B MARKET/63 08-28 CUSTOMER 3448 PURCHASE #156691 OAKLAND CA	-24.7	528.01
2011/08/26	Marshalls MARSHAL 08-26 CUSTOMER 3448 PURCHASE #716279 EMERYVLLE CA	-46.14	681.52
2011/04/27	"MASON LIQUOR AND DELI 04/25 CARD #3448 PURCHASE #24460081116980001793014 SAN FRANCISCO, CA"	-15.98	989.74
2011/10/05	"MCDONALD'S F15394 10/03 CARD #3448 PURCHASE #24427331277710036943045 VALLEJO, CA"	-12.22	183.45
2011/05/18	"MCDONALD'S F1782 05/16 CARD #3448 PURCHASE #24427331137710036595480 SAN FRANCISCO, CA"	-9.61	268.17
2011/05/26	"MCDONALD'S F1782 05/24 CARD #3448 PURCHASE #24427331145710038429332 SAN FRANCISCO, CA"	-3.29	7.79
2011/08/10	"MCDONALD'S F1782 08/08 CARD #3448 PURCHASE #24427331221710038568847 SAN FRANCISCO, CA"	-12.79	3930.36
2011/08/22	"MCDONALD'S F1782 08/18 CARD #3448 PURCHASE #24427331231710043391449 SAN FRANCISCO, CA"	-10.4	1116.26
2011/09/02	"MCDONALD'S F1782 08/31 CARD #3448 PURCHASE #24427331244710040689097 SAN FRANCISCO, CA"	-20.7	660.97
2011/08/01	"MCDONALD'S F26234 07/29 CARD #3448 PURCHASE #24427331211710049268140 VALLEJO, CA"	-6.86	140.36
2011/08/24	"MCDONALD'S F26234 08/22 CARD #3448 PURCHASE #24427331235710037441727 VALLEJO, CA"	-10.18	986.16
2011/10/06	"MELS - PINOLE 10/04 CARD #3448 PURCHASE #24692161278000909083618 PINOLE, CA"	-29.61	113.13
2011/08/05	"METROPCS 08/04 CARD #3448 PURCHASE #24692161216000378314630 877-315-6074, TX"	-58	5442.36
2011/10/07	"MI PUEBLO FOOD CENT 10/05 CARD #3448 PURCHASE #24427331279710019110305 VALLEJO, CA"	-56.96	56.17
2011/09/19	"MICROSOFT *XBOX LIVE 09/18 CARD #3448 PURCHASE #24430991262400809023695 800-386-5550, WA"	-59.99	2514.51
2011/08/12	"MIKE & GAYLES NEIGHBORH 08/10 CARD #3448 PURCHASE #24013391223015893750593 BENICIA, CA"	-38.46	3654.4
2011/09/08	"MIKE & GAYLES NEIGHBORH 09/06 CARD #3448 PURCHASE #24013391250017256594879 BENICIA, CA"	-33.74	275.65
2011/06/13	"MONTCLAIR GAS & AUTO 06/11 CARD #3448 PURCHASE #24129421163100002230030 OAKLAND, CA"	-20	747.64
2011/08/22	"MT VIEW GROCERY 08/20 CARD #3448 PURCHASE #24071051233987156836680 MIDPINES, CA"	-34.97	1242.25
2011/12/05	"N & M MARKET 12/03 CARD #3448 PURCHASE #24129421338100000045547 VALLEJO, CA"	-39.95	271.73
2011/10/03	"NATION'S GIANT 01 10/02 CARD #3448 PURCHASE #24224431276101036102762 SAN PABLO, CA"	-17.64	240.35
2011/05/19	NEWYORK TOBACCO 05-19 CUSTOMER 3448 PURCHASE #386266 SAN FRANCISCO CA	-6.5	98.17
2011/06/20	"NEWYORK TOBACCO 06/17 CARD #3448 PURCHASE #24493981169207925500129 SAN FRANCISCO, CA"	-12	767.83
2011/08/19	"NEWYORK TOBACCO 08/18 CARD #3448 PURCHASE #24493981231207925700129 SAN FRANCISCO, CA"	-7	1726.48
2011/08/24	NEWYORK TOBACCO 08-24 CUSTOMER 3448 PURCHASE #197607 SAN FRANCISCO CA	-9.97	976.19
2011/09/06	"NEWYORK TOBACCO 09/03 CARD #3448 PURCHASE #24493981247207925300138 SAN FRANCISCO, CA"	-7.49	475.43
2011/09/06	NEWYORK TOBACCO 09-03 CUSTOMER 3448 PURCHASE #821535 SAN FRANCISCO CA	-5.7	469.73
2011/09/08	NEWYORK TOBACCO 09-08 CUSTOMER 3448 PURCHASE #138186 SAN FRANCISCO CA	-10.25	265.4
2011/09/22	NEWYORK TOBACCO 09-22 CUSTOMER 3448 PURCHASE #650617 SAN FRANCISCO CA	-6.58	1385.47
2011/09/23	NEWYORK TOBACCO 09-23 CUSTOMER 3448 PURCHASE #494121 SAN FRANCISCO CA	-7.58	893.98
2011/12/05	"NEWYORK TOBACCO 12/03 CARD #3448 PURCHASE #24493981338207925400243 SAN FRANCISCO, CA"	-27.05	244.68
2011/12/07	"NEWYORK TOBACCO 12/06 CARD #3448 PURCHASE #24493981341207925700118 SAN FRANCISCO, CA"	-6.99	129.56
2011/12/08	"NEWYORK TOBACCO 12/07 CARD #3448 PURCHASE #24493981342207925800248 SAN FRANCISCO, CA"	-12.99	44.56
2011/05/02	NON-BANK CARD ATM FEE ON 04-29 #000770810 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	521.62
2011/05/19	NON-BANK CARD ATM FEE ON 05-19 #000267459 CUSTOMER 3448 AT TERMINAL 2334201V 3080 San Jose 3080 San Jose Ave San Francisco CA	-2	96.17
2011/06/13	NON-BANK CARD ATM FEE ON 06-12 #000002223 CUSTOMER 3448 AT TERMINAL SE270471 5741 THORNHILL 5741 THORNHILL DR OAKLAND CA	-2	732.04
2011/06/15	NON-BANK CARD ATM FEE ON 06-15 #000259423 CUSTOMER 3448 AT TERMINAL TX19996 29 GROVE ST. 29 GROVE ST. SAN FRANCISCO CA	-2	660.78
2011/06/20	NON-BANK CARD ATM FEE ON 06-18 #000025473 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	728.65
2011/06/20	NON-BANK CARD ATM FEE ON 06-19 #000089252 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	726.65
2011/06/20	NON-BANK CARD ATM FEE ON 06-19 #000089264 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	724.65
2011/06/24	NON-BANK CARD ATM FEE ON 06-24 #000405198 CUSTOMER 3448 AT TERMINAL 0006D CIVIC CENTER CIVIC CENTER SAN FRANCISCO CA	-2	5.37
2011/07/11	NON-BANK CARD ATM FEE ON 07-09 #000734096 CUSTOMER 3448 AT TERMINAL A168275 77 CAMBON 77 CAMBON SAN FRANCISCO CA	-2	297.15
2011/07/12	NON-BANK CARD ATM FEE ON 07-12 #000007871 CUSTOMER 3448 AT TERMINAL SE270523 2020 ROLLINGWO 2020 ROLLINGWOOD SAN BRUNO CA	-2	153.27
2011/07/12	NON-BANK CARD ATM FEE ON 07-12 #000610364 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	151.27
2011/07/25	NON-BANK CARD ATM FEE ON 07-23 #000308362 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	1444.5
2011/07/25	NON-BANK CARD ATM FEE ON 07-24 #000582740 CUSTOMER 3448 AT TERMINAL 00904072 99 POST ST 99 POST ST SAN FRANCISCO CA	-2	1442.5
2011/07/25	NON-BANK CARD ATM FEE ON 07-25 #000349949 CUSTOMER 3448 AT TERMINAL 2666A PARKMERCED PARKMERCED SAN FRANCISCO CA	-2	1446.5
2011/07/26	NON-BANK CARD ATM FEE ON 07-26 #000446674 CUSTOMER 3448 AT TERMINAL LK497263 1200 LA PLAYA 1200 LA PLAYA SAN FRANCISCO CA	-2	1275.99
2011/08/05	NON-BANK CARD ATM FEE ON 08-05 #000159896 CUSTOMER 3448 AT TERMINAL 0092A EMERYVILLE-CH EMERYVILLE-CH EMERYVILLE CA	-2	5440.36
2011/08/12	NON-BANK CARD ATM FEE ON 08-12 #000909100 CUSTOMER 3448 AT TERMINAL TX16136 6198 MISSION S 6198 MISSION ST. SAN FRANCISCO CA	-2	3603.63
2011/08/15	NON-BANK CARD ATM FEE ON 08-14 #000661072 CUSTOMER 3430 AT TERMINAL 80890880 199 VALENCIA S 199 VALENCIA ST. SAN FRANCISCO CA	-2	3302.93
2011/08/22	NON-BANK CARD ATM FEE ON 08-19 #000646413 CUSTOMER 3430 AT TERMINAL CS40205 328 WEST PORTA 328 WEST PORTAL A SAN FRANCISCO CA	-2	1068.8
2011/08/22	NON-BANK CARD ATM FEE ON 08-20 #000840336 CUSTOMER 3430 AT TERMINAL P94493 1108 POLK ST 1108 POLK ST SAN FRANCISCO CA	-2	1070.8
2011/08/26	NON-BANK CARD ATM FEE ON 08-26 #000605740 CUSTOMER 3448 AT TERMINAL NP000008 1700 POWELL ST 1700 POWELL ST EMERYVILLE CA	-2	645.9
2011/09/01	NON-BANK CARD ATM FEE ON 09-01 #000548971 CUSTOMER 3448 AT TERMINAL 2607Z GOLDEN GATE GOLDEN GATE A SAN FRANCISCO CA	-2	823.59
2011/09/09	NON-BANK CARD ATM FEE ON 09-08 #000832004 CUSTOMER 3448 AT TERMINAL TX26687 3122 16TH ST. 3122 16TH ST. SAN FRANCISCO CA	-2	161.61
2011/09/19	NON-BANK CARD ATM FEE ON 09-18 #000923972 CUSTOMER 3448 AT TERMINAL 0092A EMERYVILLE-CH EMERYVILLE-CH EMERYVILLE CA	-2	2477.42
2011/09/23	NON-BANK CARD ATM FEE ON 09-22 #000435947 CUSTOMER 3448 AT TERMINAL A156445 3400 ADELINE 3400 ADELINE EMERYVILLE CA	-2	885.98
2011/09/23	NON-BANK CARD ATM FEE ON 09-22 #000435984 CUSTOMER 3448 AT TERMINAL A156445 3400 ADELINE 3400 ADELINE EMERYVILLE CA	-2	883.98
2011/09/23	NON-BANK CARD ATM FEE ON 09-23 #000743005 CUSTOMER 3448 AT TERMINAL TX014631 1436 Polk Stre 1436 Polk Street San Francisco CA	-2	881.98
2011/09/29	NON-BANK CARD ATM FEE ON 09-29 #000600446 CUSTOMER 3448 AT TERMINAL LK845876 1444 POLK ST. 1444 POLK ST. SAN FRANCISCO CA	-2	429.37
2011/12/06	NON-BANK CARD ATM FEE ON 12-06 #000113407 CUSTOMER 3448 AT TERMINAL 1176P WELLS FARGO BN VANNESS-CAL VE SAN FRANCISCO CA	-2	153.52
2011/09/07	NSF: RETURNED ITEM FEE	-35	1423.24
2011/08/08	"NUDE SUSHI 08/06 CARD #3448 PURCHASE #24460081219700143110091 OAKLAND, CA"	-29.02	4641.89
2011/08/11	"NUDE SUSHI 08/09 CARD #3448 PURCHASE #24460081222700143110138 OAKLAND, CA"	-4	3875.14
2011/05/17	"OCEAN AVENUE VETERINARY 05/16 CARD #3448 PURCHASE #24431051137207518400048 SAN FRANCISCO, CA"	-165.39	345.77
2011/07/29	"OCEAN AVENUE VETERINARY 07/28 CARD #3448 PURCHASE #24431051210207518500128 SAN FRANCISCO, CA"	-106.45	1003.55
2011/05/02	"OLYMPIAN #219 04/28 CARD #3448 PURCHASE #24761971119259118050906 SO. SAN FRANC, CA"	-20	536.58
2011/05/11	"OLYMPIAN #219 05/09 CARD #3448 PURCHASE #24761971130259129021438 SO. SAN FRANC, CA"	-10.45	3400.76
2011/04/25	"O'NEILL'S IRISH PUB 04/23 CARD #3448 PURCHASE #24493981114206099100431 REDWOOD CITY, CA"	-24	1145.72
2011/07/19	OVERDRAFT ITEM FEE	-35	2591.53
2011/07/19	OVERDRAFT ITEM FEE	-35	2556.53
2011/10/18	OVERDRAFT ITEM FEE	-35	-20.38
2011/10/28	OVERDRAFT ITEM FEE	-35	-720.38
2011/12/13	OVERDRAFT ITEM FEE	-35	35.79
2011/12/14	OVERDRAFT ITEM FEE	-35	-159.21
2011/07/28	PACIFIC ENTERPRIS 07-28 CUSTOMER 3448 PURCHASE #200259 SAN FRANCISCO CA	-9.11	1110.99
2011/09/27	"PANDA EXPRESS 387 09/26 CARD #3448 PURCHASE #24224431270103015170329 SAN FRANCISCO, CA"	-11.44	778.25
2011/05/05	"PAPA JOHN'S #3654 05/03 CARD #3448 PURCHASE #24341291124251606010190 4155867272, CA"	-7.65	-1.03
2011/05/23	"PAPA JOHN'S #3654 05/21 CARD #3448 PURCHASE #24341291142251624010196 4155867272, CA"	-13.86	62.31
2011/08/12	"PARK AVENUE GARAGE 08/10 CARD #3430 PURCHASE #24761971223116222010015 3122742000, CA"	-25	3629.4
2011/05/02	"PARK PLZ/FINE FOOD 04/29 CARD #3448 PURCHASE #24224431120103034055545 SAN FRANCISCO, CA"	-12.96	523.62
2011/05/09	"PARK PLZ/FINE FOOD 05/08 CARD #3448 PURCHASE #24224431129103028481591 SAN FRANCISCO, CA"	-26.14	3420.19
2011/05/16	"PARK PLZ/FINE FOOD 05/14 CARD #3448 PURCHASE #24224431135103031734210 SAN FRANCISCO, CA"	-14	240.14
2011/05/16	"PARK PLZ/FINE FOOD 05/15 CARD #3448 PURCHASE #24224431136103026658787 SAN FRANCISCO, CA"	-8.98	231.16
2011/05/23	"PARK PLZ/FINE FOOD 05/21 CARD #3448 PURCHASE #24224431142103031555442 SAN FRANCISCO, CA"	-7	43.85
2011/07/13	"PARK PLZ/FINE FOOD 07/12 CARD #3448 PURCHASE #24224431194103028250533 SAN FRANCISCO, CA"	-7	135.19
2011/07/18	"PARK PLZ/FINE FOOD 07/15 CARD #3448 PURCHASE #24224431197103032742910 SAN FRANCISCO, CA"	-31.63	1634.52
2011/07/25	"PARK PLZ/FINE FOOD 07/22 CARD #3448 PURCHASE #24224431204103032001276 SAN FRANCISCO, CA"	-21.84	1511.92
2011/07/25	"PARK PLZ/FINE FOOD 07/23 CARD #3448 PURCHASE #24224431205103028210211 SAN FRANCISCO, CA"	-7	1469.83
2011/07/29	"PARK PLZ/FINE FOOD 07/28 CARD #3448 PURCHASE #24224431210103029172876 SAN FRANCISCO, CA"	-2.52	927.37
2011/08/01	"PARK PLZ/FINE FOOD 07/29 CARD #3448 PURCHASE #24224431211103032319331 SAN FRANCISCO, CA"	-20.95	211.39
2011/05/02	PARKMERCED ATM WITHDRWL 04-29 #000770810 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-63	649.74
2011/06/20	PARKMERCED ATM WITHDRWL 06-18 #000025473 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-103	849.92
2011/06/20	PARKMERCED ATM WITHDRWL 06-19 #000089264 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-123	952.92
2011/07/12	PARKMERCED ATM WITHDRWL 07-12 #000610364 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-63	234.15
2011/07/25	PARKMERCED ATM WITHDRWL 07-23 #000308362 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-103	1766.52
2011/07/25	PARKMERCED ATM WITHDRWL 07-25 #000349949 CUSTOMER 3448 PARKMERCED SAN FRANCISCO CA	-43	1620.52
2011/08/15	PAYLESS SHOESOURC 08-13 CUSTOMER 3448 PURCHASE #222081 VALLEJO CA	-34.87	3448.1
2011/08/25	PET CLUB #5 08-25 CUSTOMER 3448 PURCHASE #876940 EMERYVILLE CA	-73.65	902.54
2011/09/07	PET CLUB #5 09-07 CUSTOMER 3448 PURCHASE #295224 EMERYVILLE CA	-21.74	318.48
2011/08/08	"PET FOOD EXP.3027 08/05 CARD #3448 PURCHASE #24761971218273217010398 BERKELEY, CA"	-19.88	4597.74
2011/08/16	PETCO ANIMAL SUPP 08-16 CUSTOMER 3448 PURCHASE #059730 Emeryville CA	-42.75	2940.18
2011/05/16	PETSMART INC 63 05-16 CUSTOMER 3448 PURCHASE #316809 DALY CITY CA	-41.5	269.19
2011/08/22	"PIONEER GAS 08/21 CARD #3448 PURCHASE #24801971234006000540433 MARIPOSA, CA"	-7.78	1088.62
2011/10/03	"PIZZA GUYS #127 10/02 CARD #3448 PURCHASE #24801631276207253500020 707-557-8888, CA"	-33.68	280.83
2011/08/03	PROCESSING FEE FOR MONEY TFR-CA TRN: 110803-218205	-12	988.36
2011/10/03	"PUBLIC STORAGE 23086 10/01 CARD #3448 PURCHASE #24445001274000282700640 BERKLEY, CA"	-40.39	351.48
2011/09/09	RADIO SHACK 09-09 CUSTOMER 3448 PURCHASE #477277 OAKLAND CA	-15.86	184.76
2011/07/29	"ROYAL LIQUORS 07/27 CARD #3448 PURCHASE #24492151209200491000130 SAN FRANCISCO, CA"	-13.9	944.56
2011/06/20	"S F M T A PARKING 06/17 CARD #3448 PURCHASE #24055231169200980104143 SAN DIEGO, CA"	-4.75	730.65
2011/08/10	"S F M T A PARKING 08/09 CARD #3430 PURCHASE #24055231222200980901493 SAN DIEGO, CA"	-1.75	3905.54
2011/09/09	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980203554 SAN DIEGO, CA"	-0.25	163.61
2011/09/09	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980209932 SAN DIEGO, CA"	-6	163.86
2011/09/09	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980404293 SAN DIEGO, CA"	-6	169.86
2011/09/29	SAFEWAY STORE 0 09-29 CUSTOMER 3448 PURCHASE #732215 OAKLAND CA	-50.21	462.59
2011/08/10	SAFEWAY STORE 1 08-09 CUSTOMER 3448 PURCHASE #896539 VALLEJO CA	-34.42	3943.15
2011/08/12	SAFEWAY STORE 1 08-12 CUSTOMER 3448 PURCHASE #739495 VALLEJO CA	-40.03	3692.86
2011/09/12	SAFEWAY STORE 1 09-11 CUSTOMER 3448 PURCHASE #554869 VALLEJO CA	-2.68	20.64
2011/09/12	SAFEWAY STORE 1 09-11 CUSTOMER 3448 PURCHASE #945715 VALLEJO CA	-26.16	69.11
2011/09/19	SAFEWAY STORE 1 09-17 CUSTOMER 3448 PURCHASE #079763 VALLEJO CA	-62.53	2574.5
2011/09/21	SAFEWAY STORE 1 09-21 CUSTOMER 3448 PURCHASE #540303 VALLEJO CA	-4.74	1423.41
2011/09/26	SAFEWAY STORE 1 09-24 CUSTOMER 3448 PURCHASE #569303 VALLEJO CA	-21.46	856.04
2011/10/06	SAFEWAY STORE 1 10-06 CUSTOMER 3448 PURCHASE #761657 VALLEJO CA	-31.71	142.74
2011/05/09	"SAFEWAY STORE00030312 05/06 CARD #3448 PURCHASE #24164071127221014331451 DALY CITY, CA"	-52.64	3446.33
2011/07/25	"SAM'S DINER 07/23 CARD #3448 PURCHASE #24071051205158157529799 SAN FRANCISCO, CA"	-27.41	1558.76
2011/08/22	"SAN FRANCISCO COUNTY C 08/19 CARD #3448 PURCHASE #24498131233702609347424 415-554-4955, CA"	-102	1522.48
2011/07/29	"SENIORE`S PIZZA 07/28 CARD #3448 PURCHASE #24460081209980000585625 SAN FRANCISCO, CA"	-10.17	934.39
2011/08/01	"SENIORE`S PIZZA 07/29 CARD #3448 PURCHASE #24460081210980000585655 SAN FRANCISCO, CA"	-15.67	176.72
2011/08/01	"SF SPCA-SPAY AND NEUTE 07/29 CARD #3448 PURCHASE #24692161211000259647434 SAN FRANCISCO, CA"	-90	337.37
2011/08/01	"SF SPCA-SPAY AND NEUTE 07/30 CARD #3448 PURCHASE #24692161211000259647467 SAN FRANCISCO, CA"	-10	156.72
2011/06/17	"SFDPT METERS 06/16 CARD #3448 PURCHASE #24492791167118000105047 415-7014591, CA"	-3	1218.62
2011/06/17	"SFDPT METERS 06/16 CARD #3448 PURCHASE #24492791167118000106029 415-7014591, CA"	-3.5	1221.62
2011/06/17	"SFDPT METERS 06/16 CARD #3448 PURCHASE #24492791167118000106425 415-7014591, CA"	-6	1230.59
2011/06/20	"SFDPT METERS 06/17 CARD #3448 PURCHASE #24492791168118000105558 415-7014591, CA"	-5.5	735.4
2011/07/06	"SFDPT METERS 07/05 CARD #3448 PURCHASE #24492791186118000102520 415-7014591, CA"	-6	599.25
2011/07/06	"SFDPT METERS 07/05 CARD #3448 PURCHASE #24492791186118000103684 415-7014591, CA"	-2.25	597
2011/07/11	"SFDPT METERS 07/08 CARD #3448 PURCHASE #24492791189118000105850 415-7014591, CA"	-4.25	302.65
2011/07/11	"SFDPT METERS 07/09 CARD #3448 PURCHASE #24492791191118000105088 415-7014591, CA"	-3.5	299.15
2011/07/13	"SFDPT METERS 07/12 CARD #3448 PURCHASE #24492791193118000102588 415-7014591, CA"	-6	122.89
2011/07/14	"SFDPT METERS 07/13 CARD #3448 PURCHASE #24492791194118000105143 415-7014591, CA"	-4.75	76.15
2011/07/29	"SFDPT METERS 07/28 CARD #3448 PURCHASE #24492791209118000102465 415-7014591, CA"	-4.5	929.89
2011/08/09	"SFDPT METERS 08/08 CARD #3448 PURCHASE #24492791220118000103989 415-7014591, CA"	-6	3981.07
2011/08/09	"SFDPT METERS 08/08 CARD #3448 PURCHASE #24492791220118000105489 415-7014591, CA"	-3.5	3977.57
2011/08/10	"SFDPT METERS 08/09 CARD #3448 PURCHASE #24492791221118000105355 415-7014591, CA"	-6	3907.29
2011/08/16	"SFDPT METERS 08/15 CARD #3448 PURCHASE #24492791227118000104279 415-7014591, CA"	-6	2885.96
2011/08/17	"SFDPT METERS 08/16 CARD #3448 PURCHASE #24492791228118000105077 415-7014591, CA"	-3	2726.02
2011/08/17	"SFDPT METERS 08/16 CARD #3448 PURCHASE #24492791228118000106117 415-7014591, CA"	-5.75	2729.02
2011/08/25	"SFDPT METERS 08/24 CARD #3448 PURCHASE #24492791236118000106547 415-7014591, CA"	-2.25	880.24
2011/09/02	"SFDPT METERS 09/01 CARD #3448 PURCHASE #24492791244118000103031 415-7014591, CA"	-6	654.97
2011/09/02	"SFDPT METERS 09/01 CARD #3448 PURCHASE #24492791244118000105960 415-7014591, CA"	-4.75	650.22
2011/09/23	"SFDPT METERS 09/22 CARD #3448 PURCHASE #24492791265118000108554 415-7014591, CA"	-6	887.98
2011/09/26	"SFDPT METERS 09/23 CARD #3448 PURCHASE #24492791266118000107373 415-7014591, CA"	-6	808.26
2011/10/11	"SFDPT METERS 10/07 CARD #3448 PURCHASE #24492791280118000107755 415-7013000, CA"	-6	26.61
2011/10/11	"SFDPT METERS 10/07 CARD #3448 PURCHASE #24492791280118000109231 415-7013000, CA"	-4	22.61
2011/08/01	"SHELL OIL 57444215909 07/29 CARD #3448 PURCHASE #24316051211548648044274 SAN FRANCISCO, CA"	-22.22	232.34
2011/07/28	"SHELL OIL 57444216105 07/26 CARD #3448 PURCHASE #24316051208548565026523 SAN FRANCISCO, CA"	-13.07	1145.11
2011/08/19	"SHELL OIL 57444216501 08/17 CARD #3448 PURCHASE #24316051230548573023191 EMERYVILLE, CA"	-11.02	1733.48
2011/09/12	"SHELL OIL 57444216501 09/09 CARD #3448 PURCHASE #24316051253548622035289 EMERYVILLE, CA"	-36.33	125.28
2011/09/20	"SHELL OIL 57444216501 09/18 CARD #3448 PURCHASE #24316051262548502039376 EMERYVILLE, CA"	-30.16	2155.69
2011/10/03	"SHELL OIL 57444216501 10/01 CARD #3448 PURCHASE #24316051275548553043793 EMERYVILLE, CA"	-36.97	314.51
2011/09/22	SHELL Service Sta 09-21 CUSTOMER 3448 PURCHASE #094235 EMERYVILLE CA	-10.45	1392.05
2011/08/12	SHOP AND SAVE MAR 08-11 CUSTOMER 3448 PURCHASE #957523 VALLEJO CA	-10.5	3607.91
2011/08/15	SHOP AND SAVE MAR 08-14 CUSTOMER 3448 PURCHASE #421663 VALLEJO CA	-12.75	3304.93
2011/12/02	SHOP AND SAVE MAR 12-02 CUSTOMER 3448 PURCHASE #356198 VALLEJO CA	-20.7	351.68
2011/08/22	"SONIC DRIVE IN #5007 08/20 CARD #3448 PURCHASE #24427331233710019046801 RIPON, CA"	-9.87	1096.4
2011/08/24	"SPARKYS DINER 08/20 CARD #3448 PURCHASE #24122591235701377193959 SAN FRANCISCO, CA"	-22.72	1009.14
2011/06/20	"SPIRIT AIRL 48700714966 06/17 CARD #3448 PURCHASE #24717051169581691817137 MIRAMAR, FL"	-142.7	1075.92
2011/06/23	"SPIRIT AIRL 48700715978 06/22 CARD #3448 PURCHASE #24717051173581732226508 MIRAMAR, FL"	-33	7.37
2011/10/03	"STANFORD LIQUOR 10/01 CARD #3448 PURCHASE #24707801275980155939539 BERKELEY, CA"	-22.84	257.99
2011/08/08	STANFORD LIQUOR/3 08-07 CUSTOMER 3448 PURCHASE #175810 BERKELEY CA	-14.69	4548.37
2011/08/26	STANFORD LIQUOR/3 08-25 CUSTOMER 3448 PURCHASE #106876 BERKELEY CA	-16.57	647.9
2011/09/06	STANFORD LIQUOR/3 09-05 CUSTOMER 3448 PURCHASE #121518 BERKELEY CA	-9	482.92
2011/09/06	STANFORD LIQUOR/3 09-06 CUSTOMER 3448 PURCHASE #147635 BERKELEY CA	-5	464.73
2011/09/07	STANFORD LIQUOR/3 09-07 CUSTOMER 3448 PURCHASE #199397 BERKELEY CA	-9.09	309.39
2011/09/12	STANFORD LIQUOR/3 09-11 CUSTOMER 3448 PURCHASE #189953 BERKELEY CA	-6	23.32
2011/09/26	STANFORD LIQUOR/3 09-25 CUSTOMER 3448 PURCHASE #160975 BERKELEY CA	-15.71	820.77
2011/09/27	STANFORD LIQUOR/3 09-27 CUSTOMER 3448 PURCHASE #130739 BERKELEY CA	-13.37	789.69
2011/09/29	STANFORD LIQUOR/3 09-29 CUSTOMER 3448 PURCHASE #147823 BERKELEY CA	-23.63	438.96
2011/07/25	"STARBUCKS CORP00005314 07/22 CARD #3448 PURCHASE #24164071203355940586940 SAN FRANCISCO, CA"	-4.25	1448.5
2011/08/29	"STARBUCKS CORP00006155 08/25 CARD #3448 PURCHASE #24164071238355350063660 EMERYVILLE, CA"	-8.3	431.74
2011/09/09	"STARBUCKS CORP00006155 09/07 CARD #3448 PURCHASE #24164071251355380106879 EMERYVILLE, CA"	-8.9	175.86
2011/06/13	"STARBUCKS CORP00052373 06/10 CARD #3448 PURCHASE #24164071161355923190579 SAN FRANCISCO, CA"	-13.6	734.04
2011/06/17	"STARBUCKS CORP00052373 06/16 CARD #3448 PURCHASE #24164071167355923113088 SAN FRANCISCO, CA"	-6.5	1236.59
2011/07/13	"STARBUCKS CORP00052373 07/12 CARD #3448 PURCHASE #24164071193355932822651 SAN FRANCISCO, CA"	-6.3	128.89
2011/05/04	Stellar Manageme DES:RENTAL ID:5263544 INDN:JasonSmith CO ID:1743151215 PPD REF:00026086406512110825001112300900703711050427	-515	6.62
2011/07/08	Stellar Manageme DES:RENTAL ID:7127279 INDN:JasonSmith CO ID:1743151215 PPD REF:00026086406512110825001118800831469211070827	-540.85	49.85
2011/07/25	"SUBWAY 00056697 07/22 CARD #3448 PURCHASE #24164071204255120320657 SAN FRANCISCO, CA"	-5.78	1457.25
