Date	Description	Amount	Running Bal.
08/01/2011	"MCDONALD'S F26234 07/29 CARD #3448 PURCHASE #24427331211710049268140 VALLEJO, CA"	"-6.86"	"140.36"
08/03/2011	"WIRE TYPE:BOOK IN DATE:110803 TIME:1543 ET TRN:2011080300218205 SNDR REF:64435064 ORIG:CHRISTPHER D ROBISON ID:000252815964 PMT DET:FUNDS"	"1000.00"	"1140.36"
08/03/2011	"BKOFAMERICA ATM WITHDRWL 08-03 #005919 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"-140.00"	"1000.36"
08/03/2011	"PROCESSING FEE FOR MONEY TFR-CA TRN: 110803-218205"	"-12.00"	"988.36"
08/04/2011	"FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001121600559265611080422"	"5000.00"	"5988.36"
08/04/2011	"Check 1439"	"-325.00"	"5663.36"
08/05/2011	"EMERYVILLE- ATM WITHDRWL 08-05 #000159896 CUSTOMER 3448 EMERYVILLE-CH EMERYVILLE CA"	"-163.00"	"5500.36"
08/05/2011	"METROPCS 08/04 CARD #3448 PURCHASE #24692161216000378314630 877-315-6074, TX"	"-58.00"	"5442.36"
08/05/2011	"NON-BANK CARD ATM FEE ON 08-05 #000159896 CUSTOMER 3448 AT TERMINAL 0092A EMERYVILLE-CH EMERYVILLE-CH EMERYVILLE CA"	"-2.00"	"5440.36"
08/08/2011	"ANNA'S LINENS #50 08/06 CARD #3448 PURCHASE #24323011219576218010646 ALAMEDA, CA"	"-317.45"	"5122.91"
08/08/2011	"BKOFAMERICA ATM WITHDRWL 08-08 #003853 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"-200.00"	"4922.91"
08/08/2011	"Check 1437"	"-200.00"	"4722.91"
08/08/2011	"BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #010926 BERKELEY CA"	"-52.00"	"4670.91"
08/08/2011	"NUDE SUSHI 08/06 CARD #3448 PURCHASE #24460081219700143110091 OAKLAND, CA"	"-29.02"	"4641.89"
08/08/2011	"J & B FINE FOOD 08-06 CUSTOMER 3448 PURCHASE #169545 BERKELEY CA"	"-24.27"	"4617.62"
08/08/2011	"PET FOOD EXP.3027 08/05 CARD #3448 PURCHASE #24761971218273217010398 BERKELEY, CA"	"-19.88"	"4597.74"
08/08/2011	"BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #081011 BERKELEY CA"	"-18.10"	"4579.64"
08/08/2011	"BERKELEY BOWL MAR 08-06 CUSTOMER 3448 PURCHASE #297182 BERKELEY CA"	"-16.58"	"4563.06"
08/08/2011	"STANFORD LIQUOR/3 08-07 CUSTOMER 3448 PURCHASE #175810 BERKELEY CA"	"-14.69"	"4548.37"
08/09/2011	"CA TLR cash withdrawal from CHK 4065 Banking Ctr ONE MARKET PLAZA #0000295 CA Confirmation# 1691563849"	"-500.00"	"4048.37"
08/09/2011	"FREDS LIQUORS & DELI 08/08 CARD #3448 PURCHASE #24493981220286352601011 SAN FRANCISCO, CA"	"-43.30"	"4005.07"
08/09/2011	"UNION SQUARE GARAGE 08/07 CARD #3448 PURCHASE #24717051220132205737762 SAN FRANCISCO, CA"	"-18.00"	"3987.07"
08/09/2011	"SFDPT METERS 08/08 CARD #3448 PURCHASE #24492791220118000103989 415-7014591, CA"	"-6.00"	"3981.07"
08/09/2011	"SFDPT METERS 08/08 CARD #3448 PURCHASE #24492791220118000105489 415-7014591, CA"	"-3.50"	"3977.57"
08/10/2011	"SAFEWAY STORE 1 08-09 CUSTOMER 3448 PURCHASE #896539 VALLEJO CA"	"-34.42"	"3943.15"
08/10/2011	"MCDONALD'S F1782 08/08 CARD #3448 PURCHASE #24427331221710038568847 SAN FRANCISCO, CA"	"-12.79"	"3930.36"
08/10/2011	"BURGER KING #4474 08/08 CARD #3448 PURCHASE #24186161221286699900712 SAN FRANCISCO, CA"	"-10.06"	"3920.30"
08/10/2011	"SUPER STOP 08-10 CUSTOMER 3448 PURCHASE #680201 BENICIA CA"	"-7.01"	"3913.29"
08/10/2011	"SFDPT METERS 08/09 CARD #3448 PURCHASE #24492791221118000105355 415-7014591, CA"	"-6.00"	"3907.29"
08/10/2011	"S F M T A PARKING 08/09 CARD #3430 PURCHASE #24055231222200980901493 SAN DIEGO, CA"	"-1.75"	"3905.54"
08/11/2011	"CHEVRON 003591 08/11 CARD #3448 PURCHASE #45862540460312231945773 VALLEJO, CA"	"-26.40"	"3879.14"
08/11/2011	"NUDE SUSHI 08/09 CARD #3448 PURCHASE #24460081222700143110138 OAKLAND, CA"	"-4.00"	"3875.14"
08/12/2011	"6198 MISSIO ATM WITHDRWL 08-12 #000909100 CUSTOMER 3448 6198 MISSION ST. SAN FRANCISCO CA"	"-142.25"	"3732.89"
08/12/2011	"SAFEWAY STORE 1 08-12 CUSTOMER 3448 PURCHASE #739495 VALLEJO CA"	"-40.03"	"3692.86"
08/12/2011	"MIKE & GAYLES NEIGHBORH 08/10 CARD #3448 PURCHASE #24013391223015893750593 BENICIA, CA"	"-38.46"	"3654.40"
08/12/2011	"PARK AVENUE GARAGE 08/10 CARD #3430 PURCHASE #24761971223116222010015 3122742000, CA"	"-25.00"	"3629.40"
08/12/2011	"JACK IN THE BOX 4353 08/11 CARD #3448 PURCHASE #24435651224400447000545 SAN PABLO, CA"	"-10.99"	"3618.41"
08/12/2011	"SHOP AND SAVE MAR 08-11 CUSTOMER 3448 PURCHASE #957523 VALLEJO CA"	"-10.50"	"3607.91"
08/12/2011	"APL*APPLE ITUNES STORE 08/12 CARD #3448 PURCHASE #24692161224000064153862 866-712-7753, CA"	"-2.28"	"3605.63"
08/12/2011	"NON-BANK CARD ATM FEE ON 08-12 #000909100 CUSTOMER 3448 AT TERMINAL TX16136 6198 MISSION S 6198 MISSION ST. SAN FRANCISCO CA"	"-2.00"	"3603.63"
08/15/2011	"199 VALENCI ATM WITHDRWL 08-14 #000661072 CUSTOMER 3430 199 VALENCIA ST. SAN FRANCISCO CA"	"-83.95"	"3519.68"
08/15/2011	"CHEVRON 000955 08/15 CARD #3448 PURCHASE #20159440460312272120060 VALLEJO, CA"	"-36.71"	"3482.97"
08/15/2011	"PAYLESS SHOESOURC 08-13 CUSTOMER 3448 PURCHASE #222081 VALLEJO CA"	"-34.87"	"3448.10"
08/15/2011	"VENTICELLOS 08/11 CARD #3448 PURCHASE #24071051224987113971696 BENICIA, CA"	"-29.82"	"3418.28"
08/15/2011	"ARCO PAYPOINT 08-15 CUSTOMER 3430 PURCHASE #375419 SAN FRANCISCO CA"	"-26.92"	"3391.36"
08/15/2011	"CHEVRON 00359133 08/13 CARD #3448 PURCHASE #24625121225412046562612 VALLEJO, CA"	"-20.69"	"3370.67"
08/15/2011	"DOMINO'S 7794 08/14 CARD #3448 PURCHASE #24445001226300290878456 707-554-6600, CA"	"-19.55"	"3351.12"
08/15/2011	"GYRO KING INC 08/12 CARD #3448 PURCHASE #24493981225286608600663 SAN FRANCISCO, CA"	"-18.41"	"3332.71"
08/15/2011	"DOLLAR TREE #4131 08-13 CUSTOMER 3448 PURCHASE #309223 VALLEJO CA"	"-15.03"	"3317.68"
08/15/2011	"SHOP AND SAVE MAR 08-14 CUSTOMER 3448 PURCHASE #421663 VALLEJO CA"	"-12.75"	"3304.93"
08/15/2011	"NON-BANK CARD ATM FEE ON 08-14 #000661072 CUSTOMER 3430 AT TERMINAL 80890880 199 VALENCIA S 199 VALENCIA ST. SAN FRANCISCO CA"	"-2.00"	"3302.93"
08/16/2011	"EB *HOW TO START AND M 08/15 CARD #3448 PURCHASE #24493981227026171126615 EVENTBRITE.CO, CA"	"-100.00"	"3202.93"
08/16/2011	"BKOFAMERICA ATM WITHDRWL 08-15 #001468 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"-80.00"	"3122.93"
08/16/2011	"EB *UNDERSTAND THE FIN 08/15 CARD #3448 PURCHASE #24493981227026171056069 EVENTBRITE.CO, CA"	"-70.00"	"3052.93"
08/16/2011	"EB *BUILDING MARKETING 08/15 CARD #3448 PURCHASE #24493981227026171115329 EVENTBRITE.CO, CA"	"-70.00"	"2982.93"
08/16/2011	"PETCO ANIMAL SUPP 08-16 CUSTOMER 3448 PURCHASE #059730 Emeryville CA"	"-42.75"	"2940.18"
08/16/2011	"HOLLYWOOD ADULT SUPERST 08/15 CARD #3448 PURCHASE #24559301227400003045297 OAKLAND, CA"	"-28.26"	"2911.92"
08/16/2011	"JACK IN THE BOX 3471 08/15 CARD #3448 PURCHASE #24435651228091481001147 HERCULES, CA"	"-12.21"	"2899.71"
08/16/2011	"CIVIC CENTER MARK 08-16 CUSTOMER 3448 PURCHASE #438168 SAN FRANCISCO CA"	"-7.75"	"2891.96"
08/16/2011	"SFDPT METERS 08/15 CARD #3448 PURCHASE #24492791227118000104279 415-7014591, CA"	"-6.00"	"2885.96"
08/17/2011	"BERKELEY BOWL MAR 08-17 CUSTOMER 3448 PURCHASE #031712 BERKELEY CA"	"-62.35"	"2823.61"
08/17/2011	"WALGREENS 141 KEA 08-17 CUSTOMER 3448 PURCHASE #531694 SAN FRANCISCO CA"	"-34.08"	"2789.53"
08/17/2011	"ELKS LODGE 08/15 CARD #3448 PURCHASE #24492791228118000117676 SAN FRANCISCO, CA"	"-22.00"	"2767.53"
08/17/2011	"ANDERSEN BAKERY FOX PLA 08/16 CARD #3448 PURCHASE #24801971229207888701165 HAYWARD, CA"	"-14.27"	"2753.26"
08/17/2011	"UNION SQUARE GARAGE 08/15 CARD #3448 PURCHASE #24717051228732286377735 SAN FRANCISCO, CA"	"-10.50"	"2742.76"
08/17/2011	"HULU 08/16 CARD #3448 PURCHASE #24492151229027174493571 877-801-5441, CA"	"-7.99"	"2734.77"
08/17/2011	"SFDPT METERS 08/16 CARD #3448 PURCHASE #24492791228118000106117 415-7014591, CA"	"-5.75"	"2729.02"
08/17/2011	"SFDPT METERS 08/16 CARD #3448 PURCHASE #24492791228118000105077 415-7014591, CA"	"-3.00"	"2726.02"
08/18/2011	"Check 1441"	"-600.00"	"2126.02"
08/18/2011	"H & M #96 08/17 CARD #3448 PURCHASE #24435651230401670814943 SAN FRANCISCO, CA"	"-189.28"	"1936.74"
08/18/2011	"EAT24HOURS COM 08/16 CARD #3448 PURCHASE #24789301229229267402708 877-4497090, CA"	"-30.83"	"1905.91"
08/18/2011	"LAS PALMAS SJK/32 08-18 CUSTOMER 3448 PURCHASE #311405 BERKELEY CA"	"-9.83"	"1896.08"
08/18/2011	"LEE'S DELI 08/17 CARD #3448 PURCHASE #24224431230102002334640 SAN FRANCISCO, CA"	"-9.80"	"1886.28"
08/19/2011	"TARGET T2767 TARG 08-18 CUSTOMER 3448 PURCHASE #457808 OAKLAND CA"	"-105.04"	"1781.24"
08/19/2011	"HI DIVE 08/17 CARD #3448 PURCHASE #24755421230642304612357 SAN FRANCISCO, CA"	"-24.00"	"1757.24"
08/19/2011	"J & B FINE FOOD 08-19 CUSTOMER 3448 PURCHASE #456409 BERKELEY CA"	"-12.74"	"1744.50"
08/19/2011	"SHELL OIL 57444216501 08/17 CARD #3448 PURCHASE #24316051230548573023191 EMERYVILLE, CA"	"-11.02"	"1733.48"
08/19/2011	"NEWYORK TOBACCO 08/18 CARD #3448 PURCHASE #24493981231207925700129 SAN FRANCISCO, CA"	"-7.00"	"1726.48"
08/22/2011	"1108 POLK S ATM WITHDRWL 08-20 #000840336 CUSTOMER 3430 1108 POLK ST SAN FRANCISCO CA"	"-102.00"	"1624.48"
08/22/2011	"SAN FRANCISCO COUNTY C 08/19 CARD #3448 PURCHASE #24498131233702609347424 415-554-4955, CA"	"-102.00"	"1522.48"
08/22/2011	"DOES YOUR MOTHER KNOW # 08/20 CARD #3448 PURCHASE #24431061232200983900447 SAN FRANCISCO, CA"	"-77.00"	"1445.48"
08/22/2011	"328 WEST PO ATM WITHDRWL 08-19 #000646413 CUSTOMER 3430 328 WEST PORTAL A SAN FRANCISCO CA"	"-62.00"	"1383.48"
08/22/2011	"BKOFAMERICA ATM WITHDRWL 08-19 #008809 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"-60.00"	"1323.48"
08/22/2011	"YOS LODGE RETAIL 08/20 CARD #3448 PURCHASE #24692161233000050872425 209-372-1484, CA"	"-46.26"	"1277.22"
08/22/2011	"MT VIEW GROCERY 08/20 CARD #3448 PURCHASE #24071051233987156836680 MIDPINES, CA"	"-34.97"	"1242.25"
08/22/2011	"ATT*BILL PAYMENT 08/19 CARD #3448 PURCHASE #24692161231000643701570 800-288-2020, TX"	"-30.00"	"1212.25"
08/22/2011	"BEVERAGES & MORE 08-21 CUSTOMER 3448 PURCHASE #487067 COLMA CA"	"-29.63"	"1182.62"
08/22/2011	"LOVES COUNTRY 00002238 08/20 CARD #3448 PURCHASE #24164071233111274556718 RIPON, CA"	"-23.84"	"1158.78"
08/22/2011	"YOSEMITE NP-TIOGA PASS 08/20 CARD #3448 PURCHASE #24445001233000260586284 YOSEMITE, CA"	"-20.00"	"1138.78"
08/22/2011	"YOSEMITE LODGEFOODANDB 08/20 CARD #3448 PURCHASE #24692161233000050881806 209-372-1484, CA"	"-12.12"	"1126.66"
08/22/2011	"MCDONALD'S F1782 08/18 CARD #3448 PURCHASE #24427331231710043391449 SAN FRANCISCO, CA"	"-10.40"	"1116.26"
08/22/2011	"APL*APPLE ITUNES STORE 08/20 CARD #3448 PURCHASE #24692161232000746840910 866-712-7753, CA"	"-9.99"	"1106.27"
08/22/2011	"SONIC DRIVE IN #5007 08/20 CARD #3448 PURCHASE #24427331233710019046801 RIPON, CA"	"-9.87"	"1096.40"
08/22/2011	"PIONEER GAS 08/21 CARD #3448 PURCHASE #24801971234006000540433 MARIPOSA, CA"	"-7.78"	"1088.62"
08/22/2011	"EMERY BAY PETROLE 08-21 CUSTOMER 3448 PURCHASE #067686 EMERYVILLE CA"	"-7.19"	"1081.43"
08/22/2011	"TAQUERIA POLANCO 08-21 CUSTOMER 3448 PURCHASE #606732 COLMA CA"	"-4.33"	"1077.10"
08/22/2011	"LOVES COUNTRY STO 08-20 CUSTOMER 3448 PURCHASE #371898 RIPON CA"	"-4.30"	"1072.80"
08/22/2011	"NON-BANK CARD ATM FEE ON 08-20 #000840336 CUSTOMER 3430 AT TERMINAL P94493 1108 POLK ST 1108 POLK ST SAN FRANCISCO CA"	"-2.00"	"1070.80"
08/22/2011	"NON-BANK CARD ATM FEE ON 08-19 #000646413 CUSTOMER 3430 AT TERMINAL CS40205 328 WEST PORTA 328 WEST PORTAL A SAN FRANCISCO CA"	"-2.00"	"1068.80"
08/23/2011	"CHEVRON 00212470 08/21 CARD #3448 PURCHASE #24625121234412129447540 TRACY, CA"	"-10.39"	"1058.41"
08/24/2011	"CHEVRON 000900 08/24 CARD #3448 PURCHASE #64673840460312362264602 SAN FRANCISCO, CA"	"-26.55"	"1031.86"
08/24/2011	"SPARKYS DINER 08/20 CARD #3448 PURCHASE #24122591235701377193959 SAN FRANCISCO, CA"	"-22.72"	"1009.14"
08/24/2011	"TOGO'S 08/22 CARD #3448 PURCHASE #24707801235980146736449 EMERYVILLE, CA"	"-12.80"	"996.34"
08/24/2011	"MCDONALD'S F26234 08/22 CARD #3448 PURCHASE #24427331235710037441727 VALLEJO, CA"	"-10.18"	"986.16"
08/24/2011	"NEWYORK TOBACCO 08-24 CUSTOMER 3448 PURCHASE #197607 SAN FRANCISCO CA"	"-9.97"	"976.19"
08/25/2011	"PET CLUB #5 08-25 CUSTOMER 3448 PURCHASE #876940 EMERYVILLE CA"	"-73.65"	"902.54"
08/25/2011	"EMERY BAY CAFE 08/24 CARD #3448 PURCHASE #24323041236577126010575 EMERYVILLE, CA"	"-20.05"	"882.49"
08/25/2011	"SFDPT METERS 08/24 CARD #3448 PURCHASE #24492791236118000106547 415-7014591, CA"	"-2.25"	"880.24"
08/26/2011	"1700 POWELL ATM WITHDRWL 08-26 #000605740 CUSTOMER 3448 1700 POWELL ST EMERYVILLE CA"	"-101.75"	"778.49"
08/26/2011	"YANG CHOW RESTAURANT 08/24 CARD #3448 PURCHASE #24223691237980035801500 OAKLAND, CA"	"-50.83"	"727.66"
08/26/2011	"Marshalls MARSHAL 08-26 CUSTOMER 3448 PURCHASE #716279 EMERYVLLE CA"	"-46.14"	"681.52"
08/26/2011	"HOMRAN LIQUOR 08-26 CUSTOMER 3448 PURCHASE #255485 SAN FRANCISCO CA"	"-17.05"	"664.47"
08/26/2011	"STANFORD LIQUOR/3 08-25 CUSTOMER 3448 PURCHASE #106876 BERKELEY CA"	"-16.57"	"647.90"
08/26/2011	"NON-BANK CARD ATM FEE ON 08-26 #000605740 CUSTOMER 3448 AT TERMINAL NP000008 1700 POWELL ST 1700 POWELL ST EMERYVILLE CA"	"-2.00"	"645.90"
08/29/2011	"WALGREENS SHATTUC 08-27 CUSTOMER 3448 PURCHASE #146312 BERKELEY CA"	"-66.00"	"579.90"
08/29/2011	"TRADER JOE'S # 07 08-28 CUSTOMER 3448 PURCHASE #835915 EMERYVILLE CA"	"-27.19"	"552.71"
08/29/2011	"M AND B MARKET/63 08-28 CUSTOMER 3448 PURCHASE #156691 OAKLAND CA"	"-24.70"	"528.01"
08/29/2011	"APL*APPLE ITUNES STORE 08/28 CARD #3448 PURCHASE #24692161240000531066689 866-712-7753, CA"	"-18.28"	"509.73"
08/29/2011	"EMERY BAY PETROLE 08-27 CUSTOMER 3448 PURCHASE #694186 EMERYVILLE CA"	"-16.93"	"492.80"
08/29/2011	"LESTER'S FLOWER SHOP 08/27 CARD #3448 PURCHASE #24228991240980019402857 COLMA, CA"	"-16.49"	"476.31"
08/29/2011	"UNION 76 00464271 08/26 CARD #3448 PURCHASE #24164071238619326961574 EMERYVILLE, CA"	"-14.86"	"461.45"
08/29/2011	"EMERYVILLE MARKET 08-29 CUSTOMER 3448 PURCHASE #025772 EMERYVILLE CA"	"-11.21"	"450.24"
08/29/2011	"BURGER KING #5500 08/27 CARD #3448 PURCHASE #24186161240286699901279 COLMA, CA"	"-10.20"	"440.04"
08/29/2011	"STARBUCKS CORP00006155 08/25 CARD #3448 PURCHASE #24164071238355350063660 EMERYVILLE, CA"	"-8.30"	"431.74"
08/29/2011	"BURGER KING #13538 08/26 CARD #3448 PURCHASE #24186161238206299001043 HERCULES, CA"	"-6.48"	"425.26"
08/29/2011	"UNION SQUARE GARAGE 08/26 CARD #3448 PURCHASE #24717051239732399818986 SAN FRANCISCO, CA"	"-3.50"	"421.76"
08/30/2011	"UNION 76 00372326 08/28 CARD #3448 PURCHASE #24164071241619373848786 SAN FRANCISCO, CA"	"-17.36"	"404.40"
08/30/2011	"CASSAVE RESTAURANT 08/29 CARD #3448 PURCHASE #24431061242206156500300 OAKLAND, CA"	"-15.81"	"388.59"
08/31/2011	"BKOFAMERICA ATM DEPOSIT 08-31 #001645 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"440.00"	"828.59"
09/01/2011	"BKOFAMERICA ATM DEPOSIT 09-01 #001959 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"60.00"	"888.59"
09/01/2011	"GOLDEN GATE ATM WITHDRWL 09-01 #000548971 CUSTOMER 3448 GOLDEN GATE A SAN FRANCISCO CA"	"-63.00"	"825.59"
09/01/2011	"NON-BANK CARD ATM FEE ON 09-01 #000548971 CUSTOMER 3448 AT TERMINAL 2607Z GOLDEN GATE GOLDEN GATE A SAN FRANCISCO CA"	"-2.00"	"823.59"
09/02/2011	"BKOFAMERICA ATM WITHDRWL 09-02 #003841 CUSTOMER 3448 BANK OF AMERICA, OAKLAND, CA"	"-100.00"	"723.59"
09/02/2011	"HOMRAN LIQUOR 09-02 CUSTOMER 3448 PURCHASE #263654 SAN FRANCISCO CA"	"-41.92"	"681.67"
09/02/2011	"MCDONALD'S F1782 08/31 CARD #3448 PURCHASE #24427331244710040689097 SAN FRANCISCO, CA"	"-20.70"	"660.97"
09/02/2011	"SFDPT METERS 09/01 CARD #3448 PURCHASE #24492791244118000103031 415-7014591, CA"	"-6.00"	"654.97"
09/02/2011	"SFDPT METERS 09/01 CARD #3448 PURCHASE #24492791244118000105960 415-7014591, CA"	"-4.75"	"650.22"
09/06/2011	"UNION 76 00372326 09/02 CARD #3448 PURCHASE #24164071245619458002743 SAN FRANCISCO, CA"	"-31.58"	"618.64"
09/06/2011	"TRADER JOE'S #072 QPS 09/05 CARD #3448 PURCHASE #24493981249191003396747 EMERYVILLE, CA"	"-29.31"	"589.33"
09/06/2011	"CIVIC CENTER MARKET 09/01 CARD #3448 PURCHASE #24492151245286341800130 SAN FRANCISCO, CA"	"-26.36"	"562.97"
09/06/2011	"CIVIC CENTER MARKET 09/05 CARD #3448 PURCHASE #24492151248286341901281 SAN FRANCISCO, CA"	"-24.46"	"538.51"
09/06/2011	"EMERY BAY PETROLE 09-04 CUSTOMER 3448 PURCHASE #759306 EMERYVILLE CA"	"-13.06"	"525.45"
09/06/2011	"THE OLD SIAM THAI REST 09/04 CARD #3448 PURCHASE #24323041248577248010327 SAN FRANCISCO, CA"	"-12.80"	"512.65"
09/06/2011	"BELLA LUCCA 09/05 CARD #3448 PURCHASE #24431061248286713300885 SAN FRANCISCO, CA"	"-11.31"	"501.34"
09/06/2011	"BURGER KING #4474 09/04 CARD #3448 PURCHASE #24186161247286699900183 SAN FRANCISCO, CA"	"-9.42"	"491.92"
09/06/2011	"STANFORD LIQUOR/3 09-05 CUSTOMER 3448 PURCHASE #121518 BERKELEY CA"	"-9.00"	"482.92"
09/06/2011	"NEWYORK TOBACCO 09/03 CARD #3448 PURCHASE #24493981247207925300138 SAN FRANCISCO, CA"	"-7.49"	"475.43"
09/06/2011	"NEWYORK TOBACCO 09-03 CUSTOMER 3448 PURCHASE #821535 SAN FRANCISCO CA"	"-5.70"	"469.73"
09/06/2011	"STANFORD LIQUOR/3 09-06 CUSTOMER 3448 PURCHASE #147635 BERKELEY CA"	"-5.00"	"464.73"
09/06/2011	"FIFTH AND MISSION YERBA 09/04 CARD #3448 PURCHASE #24755421248732486193498 SAN FRANCISCO, CA"	"-3.50"	"461.23"
09/06/2011	"APL*APPLE ITUNES STORE 09/04 CARD #3448 PURCHASE #24692161247000938498462 866-712-7753, CA"	"-2.99"	"458.24"
09/07/2011	"FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001125001075498111090722"	"1000.00"	"1458.24"
09/07/2011	"NSF: RETURNED ITEM FEE"	"-35.00"	"1423.24"
09/07/2011	"Check 1444"	"-1000.00"	"423.24"
09/07/2011	"TRADER JOE'S # 07 09-07 CUSTOMER 3448 PURCHASE #586811 EMERYVILLE CA"	"-83.02"	"340.22"
09/07/2011	"PET CLUB #5 09-07 CUSTOMER 3448 PURCHASE #295224 EMERYVILLE CA"	"-21.74"	"318.48"
09/07/2011	"STANFORD LIQUOR/3 09-07 CUSTOMER 3448 PURCHASE #199397 BERKELEY CA"	"-9.09"	"309.39"
09/08/2011	"MIKE & GAYLES NEIGHBORH 09/06 CARD #3448 PURCHASE #24013391250017256594879 BENICIA, CA"	"-33.74"	"275.65"
09/08/2011	"NEWYORK TOBACCO 09-08 CUSTOMER 3448 PURCHASE #138186 SAN FRANCISCO CA"	"-10.25"	"265.40"
09/08/2011	"APL*APPLE ITUNES STORE 09/07 CARD #3448 PURCHASE #24692161250000667816441 866-712-7753, CA"	"-2.28"	"263.12"
09/09/2011	"3122 16TH S ATM WITHDRWL 09-08 #000832004 CUSTOMER 3448 3122 16TH ST. SAN FRANCISCO CA"	"-62.50"	"200.62"
09/09/2011	"RADIO SHACK 09-09 CUSTOMER 3448 PURCHASE #477277 OAKLAND CA"	"-15.86"	"184.76"
09/09/2011	"STARBUCKS CORP00006155 09/07 CARD #3448 PURCHASE #24164071251355380106879 EMERYVILLE, CA"	"-8.90"	"175.86"
09/09/2011	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980404293 SAN DIEGO, CA"	"-6.00"	"169.86"
09/09/2011	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980209932 SAN DIEGO, CA"	"-6.00"	"163.86"
09/09/2011	"S F M T A PARKING 09/08 CARD #3448 PURCHASE #24055231252200980203554 SAN DIEGO, CA"	"-0.25"	"163.61"
09/09/2011	"NON-BANK CARD ATM FEE ON 09-08 #000832004 CUSTOMER 3448 AT TERMINAL TX26687 3122 16TH ST. 3122 16TH ST. SAN FRANCISCO CA"	"-2.00"	"161.61"
09/12/2011	"SHELL OIL 57444216501 09/09 CARD #3448 PURCHASE #24316051253548622035289 EMERYVILLE, CA"	"-36.33"	"125.28"
09/12/2011	"CHEVRON 003094 09/12 CARD #3448 PURCHASE #35957440460312550935952 LEBEC, CA"	"-30.01"	"95.27"
09/12/2011	"SAFEWAY STORE 1 09-11 CUSTOMER 3448 PURCHASE #945715 VALLEJO CA"	"-26.16"	"69.11"
09/12/2011	"DUBLINER BAR 09/11 CARD #3448 PURCHASE #24071051254158147044305 SAN FRANCISCO, CA"	"-20.75"	"48.36"
09/12/2011	"ASA LIQUORS 09-11 CUSTOMER 3448 PURCHASE #298493 OAKLAND CA"	"-19.04"	"29.32"
09/12/2011	"STANFORD LIQUOR/3 09-11 CUSTOMER 3448 PURCHASE #189953 BERKELEY CA"	"-6.00"	"23.32"
09/12/2011	"SAFEWAY STORE 1 09-11 CUSTOMER 3448 PURCHASE #554869 VALLEJO CA"	"-2.68"	"20.64"
09/13/2011	"APL*APPLE ITUNES STORE 09/13 CARD #3448 PURCHASE #24692161256000867209730 866-712-7753, CA"	"-1.98"	"18.66"
09/16/2011	"FIA CSNA DES:DIRECT DEP CHRISTOPHER D R ID:74322118328240 CO ID:0245907484 CIE REF:00026086406512110825001125900472009011091622"	"3000.00"	"3018.66"
09/16/2011	"ATT*BILL PAYMENT 09/15 CARD #3448 PURCHASE #24692161258000406833766 800-288-2020, TX"	"-30.00"	"2988.66"
09/19/2011	"EMERYVILLE- ATM WITHDRWL 09-18 #000923972 CUSTOMER 3448 EMERYVILLE-CH EMERYVILLE CA"	"-103.00"	"2885.66"
09/19/2011	"WALGREENS #4614 09/17 CARD #3448 PURCHASE #24445001261600198850499 BERKELEY, CA"	"-87.09"	"2798.57"
09/19/2011	"TARGET T2767 TARG 09-18 CUSTOMER 3448 PURCHASE #828568 OAKLAND CA"	"-81.54"	"2717.03"
09/19/2011	"BKOFAMERICA ATM WITHDRWL 09-18 #007306 CUSTOMER 3448 BANK OF AMERICA, SAN FRANCISCO, CA"	"-80.00"	"2637.03"
09/19/2011	"SAFEWAY STORE 1 09-17 CUSTOMER 3448 PURCHASE #079763 VALLEJO CA"	"-62.53"	"2574.50"
09/19/2011	"MICROSOFT *XBOX LIVE 09/18 CARD #3448 PURCHASE #24430991262400809023695 800-386-5550, WA"	"-59.99"	"2514.51"
09/19/2011	"WALGREENS 1301 MA 09-19 CUSTOMER 3448 PURCHASE #958014 SAN FRANCISCO CA"	"-19.52"	"2494.99"
09/19/2011	"HULU 09/16 CARD #3448 PURCHASE #24492151260027249832597 877-801-5441, CA"	"-7.99"	"2487.00"
09/19/2011	"76 09-18 CUSTOMER 3448 PURCHASE #342904 EMERYVILLE CA"	"-7.58"	"2479.42"
09/19/2011	"NON-BANK CARD ATM FEE ON 09-18 #000923972 CUSTOMER 3448 AT TERMINAL 0092A EMERYVILLE-CH EMERYVILLE-CH EMERYVILLE CA"	"-2.00"	"2477.42"
09/20/2011	"TARGET T2767 TARG 09-20 CUSTOMER 3448 PURCHASE #016915 OAKLAND CA"	"16.30"	"2493.72"
